date, pm25, pm10, o3, no2,region
2019/7/19, 17, 15, 25, 7,hauts-de-france
2019/7/20, 24, 9, 26, ,hauts-de-france
2019/7/23, 39, 26, 49, 18,hauts-de-france
2019/7/24, 51, 42, 66, 30,hauts-de-france
2019/7/25, 69, 18, 48, 9,hauts-de-france
2019/7/26, 32, 12, 12, 11,hauts-de-france
2019/7/27, 38, 10, 24, 3,hauts-de-france
2019/7/28, 12, 12, 35, 12,hauts-de-france
2019/7/29, 19, 14, 27, 4,hauts-de-france
2019/7/30, 13, 9, 21, 3,hauts-de-france
2019/7/31, 9, 10, 30, 8,hauts-de-france
2019/8/1, 18, 16, 33, 9,hauts-de-france
2019/8/2, 35, 13, 28, 10,hauts-de-france
2019/8/3, 25, 15, 36, 13,hauts-de-france
2019/8/4, 35, 11, 26, 4,hauts-de-france
2019/8/5, 16, 11, 24, 4,hauts-de-france
2019/8/6, 13, 10, 24, 3,hauts-de-france
2019/8/7, 10, 8, 22, 5,hauts-de-france
2019/8/8, 8, 8, 23, 4,hauts-de-france
2019/8/9, 11, 14, 27, 1,hauts-de-france
2019/8/10, 14, 12, 24, 2,hauts-de-france
2019/8/11, 13, 7, 26, 5,hauts-de-france
2019/8/12, 9, 10, 27, 5,hauts-de-france
2019/8/13, 10, 8, 22, 7,hauts-de-france
2019/8/14, 14, 9, 25, 1,hauts-de-france
2019/8/15, 3, 12, 22, 6,hauts-de-france
2019/8/16, 13, 8, 17, 2,hauts-de-france
2019/8/17, 8, 7, 27, 3,hauts-de-france
2019/8/18, 7, 11, 27, 3,hauts-de-france
2019/8/19, 8, 11, 32, 5,hauts-de-france
2019/8/20, 12, 16, 40, 15,hauts-de-france
2019/8/21, 27, 20, 35, 11,hauts-de-france
2019/8/22, 39, 20, 55, 18,hauts-de-france
2019/8/23, 44, 29, 61, 23,hauts-de-france
2019/8/24, 65, 22, 50, 20,hauts-de-france
2019/8/25, 57, 32, 72, 23,hauts-de-france
2019/8/26, 70, 41, 55, 20,hauts-de-france
2019/8/27, 75, 27, 40, 8,hauts-de-france
2019/8/28, 62, 10, 31, 6,hauts-de-france
2019/8/29, 16, 11, 31, 13,hauts-de-france
2019/8/30, 17, 14, 36, 16,hauts-de-france
2019/8/31, 27, 9, 28, 7,hauts-de-france
2019/9/1, 10, 13, 30, 8,hauts-de-france
2019/9/2, 12, 10, 42, 6,hauts-de-france
2019/9/3, 9, 12, 23, 5,hauts-de-france
2019/9/4, 8, 8, 27, 10,hauts-de-france
2019/9/5, 9, 13, 24, 12,hauts-de-france
2019/9/6, 18, 8, 22, 7,hauts-de-france
2019/9/7, 11, 7, 25, 9,hauts-de-france
2019/9/8, 7, 12, 25, 16,hauts-de-france
2019/9/9, 17, 16, 7, 19,hauts-de-france
2019/9/10, 39, 14, 15, 9,hauts-de-france
2019/9/11, 30, 7, 17, 5,hauts-de-france
2019/9/12, 4, 9, 22, 8,hauts-de-france
2019/9/13, 12, 10, 12, 9,hauts-de-france
2019/9/14, 14, , , ,hauts-de-france
2019/9/16, 45, 13, 29, 10,hauts-de-france
2019/9/17, 24, 15, 27, 15,hauts-de-france
2019/9/18, 20, 12, 23, 16,hauts-de-france
2019/9/19, 20, 18, 27, 17,hauts-de-france
2019/9/20, 30, 16, 36, 20,hauts-de-france
2019/9/21, 34, 12, 29, 7,hauts-de-france
2019/9/22, 24, 10, 20, 8,hauts-de-france
2019/9/23, 13, 8, 15, 10,hauts-de-france
2019/9/24, 10, 8, 13, 6,hauts-de-france
2019/9/25, 7, 8, 18, 6,hauts-de-france
2019/9/26, 15, 10, 18, 6,hauts-de-france
2019/9/27, 8, 7, 19, 4,hauts-de-france
2019/9/28, 5, 6, 22, 1,hauts-de-france
2019/9/29, 5, 8, 20, 8,hauts-de-france
2019/9/30, 6, 7, 20, 7,hauts-de-france
2019/4/1, 47, 30, 30, 15,hauts-de-france
2019/4/2, 68, 10, 30, 14,hauts-de-france
2019/4/3, 14, 14, 33, 18,hauts-de-france
2019/4/4, 34, 17, 19, 23,hauts-de-france
2019/4/5, 40, 32, 27, 17,hauts-de-france
2019/4/6, 80, 55, 20, 15,hauts-de-france
2019/4/7, 132, 65, 22, 18,hauts-de-france
2019/4/8, 155, 52, 7, 23,hauts-de-france
2019/4/9, 129, 27, 28, 16,hauts-de-france
2019/4/10, 61, 21, 29, 12,hauts-de-france
2019/4/11, 48, 21, 22, 17,hauts-de-france
2019/4/12, 49, 18, , 13,hauts-de-france
2019/4/13, 43, 30, , 17,hauts-de-france
2019/4/14, 79, 32, , 21,hauts-de-france
2019/4/15, 72, 35, , 18,hauts-de-france
2019/4/16, 77, 42, 23, 17,hauts-de-france
2019/4/17, 96, 34, 46, 18,hauts-de-france
2019/4/18, 67, 28, 46, 21,hauts-de-france
2019/4/19, 53, 33, 54, 21,hauts-de-france
2019/4/20, 62, 38, 62, 15,hauts-de-france
2019/4/21, 77, 31, 53, 21,hauts-de-france
2019/4/22, 55, 24, 37, 21,hauts-de-france
2019/4/23, 40, 27, 35, 11,hauts-de-france
2019/4/24, 36, 9, 29, 12,hauts-de-france
2019/4/25, 3, 11, 31, 10,hauts-de-france
2019/4/26, 7, 14, 32, 5,hauts-de-france
2019/4/27, 6, 9, 29, 9,hauts-de-france
2019/4/28, 17, 25, 32, 17,hauts-de-france
2019/4/29, 57, 25, 29, 17,hauts-de-france
2019/5/2, 53, 17, 30, 18,hauts-de-france
