date, pm25, pm10, o3, no2,region
2020/9/28, 9, 10, 30, 4,alpes-cote-dazur
2020/9/29, 7, 13, 30, 7,alpes-cote-dazur
2020/9/30, 15, 13, 33, 6,alpes-cote-dazur
2020/8/1, 37, , 32, 2,alpes-cote-dazur
2020/8/2, 33, 15, 41, 5,alpes-cote-dazur
2020/8/3, 29, 13, 36, 3,alpes-cote-dazur
2020/8/4, 9, 11, 39, 4,alpes-cote-dazur
2020/8/5, 13, 12, 41, 4,alpes-cote-dazur
2020/8/6, 11, 14, 48, 5,alpes-cote-dazur
2020/8/7, 16, 17, 48, 5,alpes-cote-dazur
2020/8/8, 23, 19, 52, 3,alpes-cote-dazur
2020/8/9, 33, 21, 41, 6,alpes-cote-dazur
2020/8/10, 34, 16, 35, 3,alpes-cote-dazur
2020/8/11, 18, 19, 34, 7,alpes-cote-dazur
2020/8/12, 27, 17, 36, 6,alpes-cote-dazur
2020/8/13, 26, 19, 35, 4,alpes-cote-dazur
2020/8/14, 31, 19, 41, 2,alpes-cote-dazur
2020/8/15, 32, 17, 34, 2,alpes-cote-dazur
2020/8/16, 28, 20, 40, 5,alpes-cote-dazur
2020/8/17, 25, 17, 36, 7,alpes-cote-dazur
2020/8/18, 20, 16, 38, 4,alpes-cote-dazur
2020/8/19, 17, 16, 34, 4,alpes-cote-dazur
2020/8/20, 19, 14, 36, 6,alpes-cote-dazur
2020/8/21, 17, 11, 38, 4,alpes-cote-dazur
2020/8/22, 15, 15, 34, 3,alpes-cote-dazur
2020/8/23, 20, 15, 35, 5,alpes-cote-dazur
2020/8/24, 18, 12, 39, 2,alpes-cote-dazur
2020/8/25, 17, 18, 38, 5,alpes-cote-dazur
2020/8/26, 20, 18, 33, 5,alpes-cote-dazur
2020/8/27, 17, 20, 32, 4,alpes-cote-dazur
2020/8/28, 21, 14, 23, 4,alpes-cote-dazur
2020/8/29, 29, 16, 26, ,alpes-cote-dazur
2020/8/30, 8, 8, 28, 5,alpes-cote-dazur
2020/8/31, 10, 10, 37, 3,alpes-cote-dazur
2020/7/1, 13, 15, 31, 2,alpes-cote-dazur
2020/7/2, 16, 15, 34, 6,alpes-cote-dazur
2020/7/3, 18, 12, 41, 2,alpes-cote-dazur
2020/7/4, 9, 12, 38, 3,alpes-cote-dazur
2020/7/5, 10, 16, 35, 6,alpes-cote-dazur
2020/7/6, 15, 18, 40, 3,alpes-cote-dazur
2020/7/7, 16, 17, 44, 4,alpes-cote-dazur
2020/7/8, 19, 17, 46, 4,alpes-cote-dazur
2020/7/9, 22, 20, 39, 5,alpes-cote-dazur
2020/7/10, 24, 20, 40, 3,alpes-cote-dazur
2020/7/11, 24, 17, 35, 2,alpes-cote-dazur
2020/7/12, 27, 14, 32, 5,alpes-cote-dazur
2020/7/13, 14, 12, 36, 2,alpes-cote-dazur
2020/7/14, 12, 11, 42, 3,alpes-cote-dazur
2020/7/15, 9, 15, 42, 2,alpes-cote-dazur
2020/7/16, 16, 21, 33, 5,alpes-cote-dazur
2020/7/17, 21, 14, 35, 4,alpes-cote-dazur
2020/7/18, 19, 13, 34, 1,alpes-cote-dazur
2020/7/19, 17, 16, 34, 3,alpes-cote-dazur
2020/7/20, 15, 15, 30, 3,alpes-cote-dazur
2020/7/21, 18, 15, 32, 4,alpes-cote-dazur
2020/7/22, 22, 17, 28, 3,alpes-cote-dazur
2020/7/23, 21, 20, 35, 5,alpes-cote-dazur
2020/7/24, 26, 12, 40, 3,alpes-cote-dazur
2020/7/25, 8, 14, 40, 3,alpes-cote-dazur
2020/7/26, 14, 18, 35, 3,alpes-cote-dazur
2020/7/27, 21, 18, 34, 4,alpes-cote-dazur
2020/7/28, 29, 16, 29, 3,alpes-cote-dazur
2020/7/29, 17, 16, 29, 4,alpes-cote-dazur
2020/7/30, 21, 21, 34, 4,alpes-cote-dazur
2020/7/31, 31, , 31, 5,alpes-cote-dazur
2020/6/1, 19, 15, 39, 5,alpes-cote-dazur
2020/6/2, 30, 12, 33, 3,alpes-cote-dazur
2020/6/3, 14, 10, 19, 9,alpes-cote-dazur
2020/6/4, 17, 11, 34, 4,alpes-cote-dazur
2020/6/5, 10, 12, 28, 3,alpes-cote-dazur
2020/6/6, 13, 12, 26, 2,alpes-cote-dazur
2020/6/7, 16, 12, 29, 2,alpes-cote-dazur
2020/6/8, 8, 11, 27, 5,alpes-cote-dazur
2020/6/9, 10, 7, 29, 4,alpes-cote-dazur
2020/6/10, 9, 8, 28, 4,alpes-cote-dazur
2020/6/11, 18, 19, 36, 4,alpes-cote-dazur
2020/6/12, 14, 17, 33, 17,alpes-cote-dazur
2020/6/13, 10, 7, 27, 2,alpes-cote-dazur
2020/6/14, 3, 8, 32, 2,alpes-cote-dazur
2020/6/15, 5, 13, 33, 3,alpes-cote-dazur
2020/6/16, 13, 16, 42, 3,alpes-cote-dazur
2020/6/17, 10, 15, 33, 3,alpes-cote-dazur
2020/6/18, 11, 16, 38, 4,alpes-cote-dazur
2020/6/19, 11, 14, 34, 2,alpes-cote-dazur
2020/6/20, 14, 11, 32, 3,alpes-cote-dazur
2020/6/21, 15, 14, 39, 4,alpes-cote-dazur
2020/6/22, 14, 13, 40, 3,alpes-cote-dazur
2020/6/23, 17, 12, 38, 4,alpes-cote-dazur
2020/6/24, 18, 15, 45, 4,alpes-cote-dazur
2020/6/25, 22, 15, 39, 4,alpes-cote-dazur
2020/6/26, 19, 14, 39, 4,alpes-cote-dazur
2020/6/27, 20, 13, 44, 2,alpes-cote-dazur
2020/6/28, 22, 25, 32, 5,alpes-cote-dazur
2020/6/29, 32, 25, 31, 2,alpes-cote-dazur
2020/6/30, 30, 21, 31, 1,alpes-cote-dazur
2020/5/1, 9, 16, 30, ,alpes-cote-dazur
2020/5/2, 10, 12, 26, ,alpes-cote-dazur
2020/5/3, 12, 9, 41, 3,alpes-cote-dazur
2020/5/4, 8, 11, 27, 6,alpes-cote-dazur
2020/5/5, 12, 10, 27, ,alpes-cote-dazur
2020/5/6, 10, 11, 40, 4,alpes-cote-dazur
2020/5/7, 17, 13, 49, 2,alpes-cote-dazur
2020/5/8, 22, 18, 38, 2,alpes-cote-dazur
2020/5/9, 24, 18, 39, 1,alpes-cote-dazur
2020/5/10, 26, 14, 36, 4,alpes-cote-dazur
2020/5/11, 8, 13, 30, 4,alpes-cote-dazur
2020/5/12, 8, 24, 31, 2,alpes-cote-dazur
2020/5/13, 20, 25, 25, 3,alpes-cote-dazur
2020/5/14, 24, 18, 34, 2,alpes-cote-dazur
2020/5/15, 17, 19, 28, 3,alpes-cote-dazur
2020/5/16, 19, 7, 21, 2,alpes-cote-dazur
2020/5/17, 11, 17, 29, 2,alpes-cote-dazur
2020/5/18, 19, 19, 32, 4,alpes-cote-dazur
2020/5/19, 24, 16, 37, 4,alpes-cote-dazur
2020/5/20, 27, 11, 36, 2,alpes-cote-dazur
2020/5/21, 21, 13, 42, 3,alpes-cote-dazur
2020/5/22, 23, 15, 36, 2,alpes-cote-dazur
2020/5/23, 28, 14, 33, ,alpes-cote-dazur
2020/5/24, 23, 11, 37, 3,alpes-cote-dazur
2020/5/25, 18, 13, 41, 3,alpes-cote-dazur
2020/5/26, 13, 10, 39, 2,alpes-cote-dazur
2020/5/27, 15, 12, 37, 4,alpes-cote-dazur
2020/5/28, 19, 14, 39, 5,alpes-cote-dazur
2020/5/29, 22, 8, 38, 2,alpes-cote-dazur
2020/5/30, 14, 8, 38, 1,alpes-cote-dazur
2020/5/31, 11, 10, 37, 2,alpes-cote-dazur
2020/4/1, 24, 14, 41, 3,alpes-cote-dazur
2020/4/2, 38, 16, 43, 3,alpes-cote-dazur
2020/4/3, 43, 17, 47, 2,alpes-cote-dazur
2020/4/4, 41, 19, 47, 1,alpes-cote-dazur
2020/4/5, 44, 23, 46, 3,alpes-cote-dazur
2020/4/6, 54, 25, 53, 3,alpes-cote-dazur
2020/4/7, 56, 26, 48, 3,alpes-cote-dazur
2020/4/8, 50, , 48, 3,alpes-cote-dazur
2020/4/9, 48, 18, 49, 3,alpes-cote-dazur
2020/4/10, 44, 18, 45, 2,alpes-cote-dazur
2020/4/11, 41, 14, 42, 1,alpes-cote-dazur
2020/4/12, 40, 18, 45, 1,alpes-cote-dazur
2020/4/13, 42, 14, 41, 2,alpes-cote-dazur
2020/4/14, 29, 26, 39, 3,alpes-cote-dazur
2020/4/15, 34, 16, 40, 5,alpes-cote-dazur
2020/4/16, 25, 18, 39, 3,alpes-cote-dazur
2020/4/17, 24, 24, 34, 2,alpes-cote-dazur
2020/4/18, 34, 22, 30, ,alpes-cote-dazur
2020/4/19, 29, 15, 32, 1,alpes-cote-dazur
2020/4/20, 16, 14, 27, 3,alpes-cote-dazur
2020/4/21, 13, 16, 35, 2,alpes-cote-dazur
2020/4/22, 23, 16, 42, 2,alpes-cote-dazur
2020/4/23, 28, 15, 36, 2,alpes-cote-dazur
2020/4/24, 27, 15, 35, 4,alpes-cote-dazur
2020/4/25, 20, 9, 30, 1,alpes-cote-dazur
2020/4/26, 15, 9, 27, 5,alpes-cote-dazur
2020/4/27, 21, 10, 29, 4,alpes-cote-dazur
2020/4/28, 21, 8, 31, 4,alpes-cote-dazur
2020/4/29, 9, 18, 30, 3,alpes-cote-dazur
2020/4/30, 16, 10, 27, 2,alpes-cote-dazur
2020/3/1, 22, 13, 24, 10,alpes-cote-dazur
2020/3/2, 21, 17, 27, 11,alpes-cote-dazur
2020/3/3, 28, 14, 36, 9,alpes-cote-dazur
2020/3/4, 22, 13, 23, 13,alpes-cote-dazur
2020/3/5, 32, 15, 32, 13,alpes-cote-dazur
2020/3/6, 25, 10, 34, 6,alpes-cote-dazur
2020/3/7, 15, 10, 38, 5,alpes-cote-dazur
2020/3/8, 20, 19, 34, 11,alpes-cote-dazur
2020/3/9, 36, 15, 30, 9,alpes-cote-dazur
2020/3/10, 25, 24, 32, 7,alpes-cote-dazur
2020/3/11, 30, 24, 32, 7,alpes-cote-dazur
2020/3/12, 32, 16, 36, 4,alpes-cote-dazur
2020/3/13, 31, 15, 34, 5,alpes-cote-dazur
2020/3/14, 33, 17, 34, 7,alpes-cote-dazur
2020/3/15, 36, 21, 36, 8,alpes-cote-dazur
2020/3/16, 34, 23, 34, 9,alpes-cote-dazur
2020/3/17, 46, 20, 38, 5,alpes-cote-dazur
2020/3/18, 49, 22, 45, 4,alpes-cote-dazur
2020/3/19, 55, 20, 41, 4,alpes-cote-dazur
2020/3/20, 45, 20, 41, 3,alpes-cote-dazur
2020/3/21, 50, 23, 38, 1,alpes-cote-dazur
2020/3/22, 58, 24, 32, 2,alpes-cote-dazur
2020/3/23, 41, 19, 35, 3,alpes-cote-dazur
2020/3/24, 33, 14, 34, 2,alpes-cote-dazur
2020/3/25, 33, 12, 34, 5,alpes-cote-dazur
2020/3/26, 30, 13, 31, 5,alpes-cote-dazur
2020/3/27, 31, 28, 36, 2,alpes-cote-dazur
2020/3/28, 48, 26, 38, 1,alpes-cote-dazur
2020/3/29, 43, 29, 37, 4,alpes-cote-dazur
2020/3/30, 53, 12, 27, 3,alpes-cote-dazur
2020/3/31, 28, 15, 37, 1,alpes-cote-dazur
2020/2/2, 43, 25, 16, 12,alpes-cote-dazur
2020/2/3, 52, 26, 35, 4,alpes-cote-dazur
2020/2/4, 44, 14, 26, 12,alpes-cote-dazur
2020/2/5, 24, 16, 26, 10,alpes-cote-dazur
2020/2/6, 23, 16, 28, 10,alpes-cote-dazur
2020/2/7, 25, 16, 31, 8,alpes-cote-dazur
2020/2/8, 30, 14, 29, 6,alpes-cote-dazur
2020/2/9, 31, 26, 31, 5,alpes-cote-dazur
2020/2/10, 25, 18, 33, 1,alpes-cote-dazur
2020/2/11, 16, 15, 31, 13,alpes-cote-dazur
2020/2/12, 16, 13, 29, 6,alpes-cote-dazur
2020/2/13, 17, 27, 29, 12,alpes-cote-dazur
2020/2/14, 39, 20, 30, 10,alpes-cote-dazur
2020/2/15, 28, 21, 25, 9,alpes-cote-dazur
2020/2/16, 42, 20, 29, 9,alpes-cote-dazur
2020/2/17, 43, 18, 29, 11,alpes-cote-dazur
2020/2/18, 39, 17, 28, 12,alpes-cote-dazur
2020/2/19, 29, 22, 34, 13,alpes-cote-dazur
2020/2/20, 36, 22, 35, 10,alpes-cote-dazur
2020/2/21, 40, 20, 33, 10,alpes-cote-dazur
2020/2/22, 42, 22, 33, 9,alpes-cote-dazur
2020/2/23, 51, 27, 37, 6,alpes-cote-dazur
2020/2/24, 53, 25, 30, 10,alpes-cote-dazur
2020/2/25, 47, 17, 35, 2,alpes-cote-dazur
2020/2/26, 8, 9, 30, 6,alpes-cote-dazur
2020/2/27, 7, 19, 36, 11,alpes-cote-dazur
2020/2/28, 25, 19, 22, 11,alpes-cote-dazur
2020/2/29, 34, 15, 31, 4,alpes-cote-dazur
2020/1/1, 41, 17, 18, 11,alpes-cote-dazur
2020/1/2, 45, 23, 10, 14,alpes-cote-dazur
2020/1/3, 60, , , ,alpes-cote-dazur
2020/1/5, 51, 19, 24, 12,alpes-cote-dazur
2020/1/6, 40, 20, 15, 12,alpes-cote-dazur
2020/1/7, 48, 22, 18, 10,alpes-cote-dazur
2020/1/8, 35, 17, 21, 12,alpes-cote-dazur
2020/1/9, 36, 16, 14, 14,alpes-cote-dazur
2020/1/10, 38, 13, 19, 9,alpes-cote-dazur
2020/1/11, 34, 11, 25, 6,alpes-cote-dazur
2020/1/12, 26, 25, 17, 14,alpes-cote-dazur
2020/1/13, 48, 18, 25, 11,alpes-cote-dazur
2020/1/14, 43, 29, 18, 17,alpes-cote-dazur
2020/1/15, 57, 20, 25, 12,alpes-cote-dazur
2020/1/16, 45, 15, 16, 12,alpes-cote-dazur
2020/1/17, 42, 12, 17, 9,alpes-cote-dazur
2020/1/18, 34, 13, 18, 12,alpes-cote-dazur
2020/1/19, 29, 14, 27, 6,alpes-cote-dazur
2020/1/20, 23, 32, 29, 15,alpes-cote-dazur
2020/1/21, 44, 25, 23, 13,alpes-cote-dazur
2020/1/22, 35, 24, 31, 10,alpes-cote-dazur
2020/1/24, 72, 21, 34, 9,alpes-cote-dazur
2020/1/25, 38, 22, 26, 10,alpes-cote-dazur
2020/1/26, 54, 17, 22, 9,alpes-cote-dazur
2020/1/27, 29, 16, 30, 9,alpes-cote-dazur
2020/1/28, 26, 21, 29, 11,alpes-cote-dazur
2020/1/29, 23, 21, 26, 13,alpes-cote-dazur
2020/1/30, 29, 24, 27, 10,alpes-cote-dazur
2020/1/31, 38, , , ,alpes-cote-dazur
2019/10/1, 23, 11, 32, 8,alpes-cote-dazur
2019/10/2, 12, 14, 33, 6,alpes-cote-dazur
2019/10/3, 9, 16, 36, 9,alpes-cote-dazur
2019/10/4, 10, 13, 34, 5,alpes-cote-dazur
2019/10/5, 15, 10, 35, 4,alpes-cote-dazur
2019/10/6, 12, 15, 30, 8,alpes-cote-dazur
2019/10/7, 20, 13, 35, 7,alpes-cote-dazur
2019/10/8, 10, 14, 28, 7,alpes-cote-dazur
2019/10/9, 15, 19, 24, 10,alpes-cote-dazur
2019/10/10, 22, 18, 38, 9,alpes-cote-dazur
2019/10/11, 27, 18, 39, 7,alpes-cote-dazur
2019/10/12, 34, 17, 29, 6,alpes-cote-dazur
2019/10/13, 32, 24, 28, 10,alpes-cote-dazur
2019/10/14, 34, 21, 25, 5,alpes-cote-dazur
2019/10/15, 31, 15, 27, 9,alpes-cote-dazur
2019/10/16, 20, 14, 24, 8,alpes-cote-dazur
2019/10/17, 25, 13, 19, 10,alpes-cote-dazur
2019/10/18, 22, 14, 30, 6,alpes-cote-dazur
2019/10/19, 18, 20, 26, 8,alpes-cote-dazur
2019/10/20, 30, 14, 13, 9,alpes-cote-dazur
2019/10/21, 21, 23, 24, 8,alpes-cote-dazur
2019/10/22, 26, 26, 34, 7,alpes-cote-dazur
2019/10/23, 34, 19, 27, 12,alpes-cote-dazur
2019/10/24, 27, 16, 13, 8,alpes-cote-dazur
2019/10/25, 19, 17, 19, 7,alpes-cote-dazur
2019/10/26, 25, 19, 24, 6,alpes-cote-dazur
2019/10/27, 35, 24, 24, 11,alpes-cote-dazur
2019/10/28, 38, 28, 24, 11,alpes-cote-dazur
2019/10/29, 56, 21, 24, 8,alpes-cote-dazur
2019/10/30, 46, 24, 19, 12,alpes-cote-dazur
2019/10/31, 46, 12, 22, 4,alpes-cote-dazur
2019/11/1, 15, 9, 24, 6,alpes-cote-dazur
2019/11/2, 13, 12, 25, 2,alpes-cote-dazur
2019/11/3, 7, 13, 27, 6,alpes-cote-dazur
2019/11/4, 11, 14, 27, 5,alpes-cote-dazur
2019/11/5, 10, 14, 22, 9,alpes-cote-dazur
2019/11/6, 28, 12, 13, 9,alpes-cote-dazur
2019/11/7, 14, 11, 15, 9,alpes-cote-dazur
2019/11/8, 20, 10, 21, 8,alpes-cote-dazur
2019/11/9, 24, 7, 11, 5,alpes-cote-dazur
2019/11/10, 19, , , ,alpes-cote-dazur
2019/11/12, 7, , 20, 10,alpes-cote-dazur
2019/11/14, 16, 9, 23, 13,alpes-cote-dazur
2019/11/15, 19, 7, 24, 6,alpes-cote-dazur
2019/11/16, 16, 9, 21, 4,alpes-cote-dazur
2019/11/17, 25, 9, 19, 11,alpes-cote-dazur
2019/11/18, 20, 8, 26, 10,alpes-cote-dazur
2019/11/19, 19, 10, 11, 14,alpes-cote-dazur
2019/11/20, 22, 10, 12, 14,alpes-cote-dazur
2019/11/21, 25, 7, 27, 9,alpes-cote-dazur
2019/11/22, 13, 27, 30, 3,alpes-cote-dazur
2019/11/23, 23, , 21, 7,alpes-cote-dazur
2019/11/24, 14, , 11, 9,alpes-cote-dazur
2019/11/25, 21, 26, 9, 10,alpes-cote-dazur
2019/11/26, 27, 14, 16, 11,alpes-cote-dazur
2019/11/27, 24, 13, 26, 6,alpes-cote-dazur
2019/11/28, 17, 12, 27, 12,alpes-cote-dazur
2019/11/29, 21, 13, 20, 10,alpes-cote-dazur
2019/11/30, 26, 9, 18, 8,alpes-cote-dazur
2019/12/1, 23, 13, 19, 11,alpes-cote-dazur
2019/12/2, 23, 12, 11, 10,alpes-cote-dazur
2019/12/3, 21, 18, 18, 10,alpes-cote-dazur
2019/12/4, 28, 27, 14, 18,alpes-cote-dazur
2019/12/5, 44, 23, 14, 16,alpes-cote-dazur
2019/12/6, 40, 19, 15, 11,alpes-cote-dazur
2019/12/7, 44, 16, 21, 6,alpes-cote-dazur
2019/12/8, 41, 15, 27, 7,alpes-cote-dazur
2019/12/9, 19, 17, 23, 17,alpes-cote-dazur
2019/12/10, 23, 20, 16, 14,alpes-cote-dazur
2019/12/11, 34, 21, 20, 16,alpes-cote-dazur
2019/12/12, 39, 8, 30, 6,alpes-cote-dazur
2019/12/13, 15, 19, 29, 9,alpes-cote-dazur
2019/12/14, 29, 20, 19, 9,alpes-cote-dazur
2019/12/15, 37, 25, 19, 12,alpes-cote-dazur
2019/12/16, 46, 36, 27, 11,alpes-cote-dazur
2019/12/17, 52, 33, 24, 11,alpes-cote-dazur
2019/12/18, 50, 20, 27, 10,alpes-cote-dazur
2019/12/19, 37, 37, 29, 6,alpes-cote-dazur
2019/12/20, 41, 16, 24, 7,alpes-cote-dazur
2019/12/21, 23, 15, 33, 1,alpes-cote-dazur
2019/12/22, 13, 7, 32, 4,alpes-cote-dazur
2019/12/23, 11, 13, 23, 8,alpes-cote-dazur
2019/12/24, 27, 15, 18, 7,alpes-cote-dazur
2019/12/25, 35, 20, 14, 11,alpes-cote-dazur
2019/12/26, 46, 16, 19, 9,alpes-cote-dazur
2019/12/27, 37, 15, 23, 7,alpes-cote-dazur
2019/12/28, 38, 18, 18, 7,alpes-cote-dazur
2019/12/29, 47, , , ,alpes-cote-dazur
2019/7/8, 57, 31, 37, 10,alpes-cote-dazur
2019/7/9, 52, 25, 42, 2,alpes-cote-dazur
2019/7/10, 51, 22, 44, 4,alpes-cote-dazur
2019/7/11, 54, 20, 43, 2,alpes-cote-dazur
2019/7/12, 49, 18, 40, 4,alpes-cote-dazur
2019/7/13, 48, 16, 45, 4,alpes-cote-dazur
2019/7/14, 38, 12, 28, 8,alpes-cote-dazur
2019/7/15, 29, 10, 42, 3,alpes-cote-dazur
2019/7/16, 18, 17, 57, 5,alpes-cote-dazur
2019/7/17, 43, 19, 46, 4,alpes-cote-dazur
2019/7/18, 51, 19, 41, 4,alpes-cote-dazur
2019/7/19, 50, 18, 43, 4,alpes-cote-dazur
2019/7/20, 52, 24, 41, 2,alpes-cote-dazur
2019/7/21, 62, 19, 35, 5,alpes-cote-dazur
2019/7/22, 45, 24, 47, 9,alpes-cote-dazur
2019/7/23, 56, 24, 59, 8,alpes-cote-dazur
2019/7/24, 61, 23, 53, 10,alpes-cote-dazur
2019/7/25, 58, 21, 47, 8,alpes-cote-dazur
2019/7/26, 55, 20, 35, 7,alpes-cote-dazur
2019/7/27, 53, 11, 28, 3,alpes-cote-dazur
2019/7/28, 28, 13, 33, 5,alpes-cote-dazur
2019/7/29, 27, 17, 37, 3,alpes-cote-dazur
2019/7/30, 36, 18, 45, 6,alpes-cote-dazur
2019/7/31, 44, 20, 36, 4,alpes-cote-dazur
2019/8/1, 45, 22, 39, 5,alpes-cote-dazur
